run_id,id,db_id,difficulty,wrong_turn,error_class,subcategory,fix_idea,notes
20260713T213358Z-8603f18a,bird_1338,student_club,moderate,3,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 1 次 db.execute。
20260713T213358Z-8603f18a,bird_1340,student_club,moderate,2,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 2 次 db.execute。
20260713T213358Z-8603f18a,bird_1399,student_club,moderate,2,AGGREGATION_REASONING,aggregation_or_grouping_mismatch,生成 SQL 前明确统计对象、分组键、聚合函数和聚合后的排序字段。,[AUTO confidence=medium] 预测与 gold 的聚合结构不同：count(。
20260713T213358Z-8603f18a,bird_1427,student_club,moderate,2,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 1 次 db.execute。
20260713T213358Z-8603f18a,bird_1460,student_club,challenging,1,OUTPUT_CONTRACT,output_column_count_mismatch,生成输出契约并检查列数、顺序和每列含义。,[AUTO confidence=medium] 预测列数=2，gold 列数=3；需复核 gold 合理性。
20260713T213358Z-8603f18a,bird_1481,debit_card_specializing,challenging,3,UNVERIFIED_FINAL,final_without_db_execution,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 0 次 db.execute。
20260713T213358Z-8603f18a,bird_1482,debit_card_specializing,challenging,4,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 3 次 db.execute。
20260713T213358Z-8603f18a,bird_1498,debit_card_specializing,simple,2,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 1 次 db.execute。
20260713T213358Z-8603f18a,bird_1500,debit_card_specializing,simple,2,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 1 次 db.execute。
20260713T213358Z-8603f18a,bird_1505,debit_card_specializing,simple,3,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 2 次 db.execute。
20260713T213358Z-8603f18a,bird_1524,debit_card_specializing,simple,4,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 3 次 db.execute。
20260713T213358Z-8603f18a,bird_1526,debit_card_specializing,challenging,3,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 1 次 db.execute。
20260713T213358Z-8603f18a,bird_1529,debit_card_specializing,moderate,2,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 1 次 db.execute。
20260713T213358Z-8603f18a,bird_1531,debit_card_specializing,moderate,2,UNVERIFIED_FINAL,final_sql_changed_after_test,只允许 FINAL 提交最近一次成功执行的 SQL；SQL 改动后必须重新执行。,[AUTO confidence=high] 最终 SQL 未被执行验证；轨迹记录 1 次 db.execute。
